Foreign Originating,Foreign Returning,Month,Month Number,U.S. Citizen Originating,U.S. Citizen Returning,Year,__source_file,__source_title
25,13,October,10,15,42,2022,duluth.csv,duluth
42,24,September,9,87,75,2022,duluth.csv,duluth
29,10,August,8,56,122,2022,duluth.csv,duluth
23,37,July,7,66,120,2022,duluth.csv,duluth
11,14,June,6,42,66,2022,duluth.csv,duluth
27,39,May,5,51,60,2022,duluth.csv,duluth
14,0,April,4,5,23,2022,duluth.csv,duluth
27,22,March,3,21,8,2022,duluth.csv,duluth
6,6,February,2,5,3,2022,duluth.csv,duluth
67,15,January,1,3,11,2022,duluth.csv,duluth
7,11,December,12,16,4,2021,duluth.csv,duluth
26,22,November,11,2,21,2021,duluth.csv,duluth
33,30,October,10,20,33,2021,duluth.csv,duluth
5,9,September,9,22,30,2021,duluth.csv,duluth
12,2,August,8,26,71,2021,duluth.csv,duluth
8,7,July,7,4,47,2021,duluth.csv,duluth
5,176,June,6,27,16,2021,duluth.csv,duluth
4,3,May,5,5,9,2021,duluth.csv,duluth
2,1,April,4,0,3,2021,duluth.csv,duluth
4,1,March,3,5,4,2021,duluth.csv,duluth
3,8,February,2,16,10,2021,duluth.csv,duluth
6,3,January,1,0,6,2021,duluth.csv,duluth
1,1,December,12,0,16,2020,duluth.csv,duluth
2,2,November,11,0,6,2020,duluth.csv,duluth
4,2,October,10,1,18,2020,duluth.csv,duluth
3,2,September,9,3,3,2020,duluth.csv,duluth
6,2,August,8,11,8,2020,duluth.csv,duluth
8,7,July,7,5,3,2020,duluth.csv,duluth
2,0,June,6,1,4,2020,duluth.csv,duluth
1,1,May,5,0,0,2020,duluth.csv,duluth
2,2,April,4,0,0,2020,duluth.csv,duluth
11,8,March,3,3,4,2020,duluth.csv,duluth
2,1,February,2,8,17,2020,duluth.csv,duluth
1,6,January,1,10,3,2020,duluth.csv,duluth
6,0,December,12,8,32,2019,duluth.csv,duluth
11,11,November,11,0,7,2019,duluth.csv,duluth
19,3,October,10,34,62,2019,duluth.csv,duluth
17,12,September,9,111,137,2019,duluth.csv,duluth
19,9,August,8,104,165,2019,duluth.csv,duluth
40,27,July,7,127,100,2019,duluth.csv,duluth
21,9,June,6,104,182,2019,duluth.csv,duluth
22,12,May,5,79,65,2019,duluth.csv,duluth
13,14,April,4,10,35,2019,duluth.csv,duluth
23,3,March,3,14,11,2019,duluth.csv,duluth
5,0,February,2,2,18,2019,duluth.csv,duluth
6,1,January,1,29,26,2019,duluth.csv,duluth
0,0,August,8,4,0,2021,duncan.csv,duncan
0,0,August,8,1,0,2025,dunseith.csv,dunseith
0,0,July,7,2,0,2025,dunseith.csv,dunseith
4,2,May,5,0,0,2025,dunseith.csv,dunseith
0,0,April,4,0,2,2025,dunseith.csv,dunseith
2,0,January,1,0,0,2025,dunseith.csv,dunseith
4,1,October,10,0,0,2024,dunseith.csv,dunseith
0,0,September,9,1,1,2024,dunseith.csv,dunseith
0,0,August,8,1,0,2024,dunseith.csv,dunseith
3,4,July,7,2,2,2024,dunseith.csv,dunseith
1,0,June,6,2,0,2024,dunseith.csv,dunseith
0,0,May,5,1,0,2024,dunseith.csv,dunseith
0,0,November,11,1,1,2023,dunseith.csv,dunseith
2,2,October,10,0,2,2023,dunseith.csv,dunseith
2,0,September,9,1,1,2023,dunseith.csv,dunseith
0,0,August,8,2,2,2023,dunseith.csv,dunseith
6,2,July,7,0,1,2023,dunseith.csv,dunseith
0,0,June,6,3,3,2023,dunseith.csv,dunseith
0,3,January,1,0,0,2023,dunseith.csv,dunseith
0,0,October,10,0,1,2022,dunseith.csv,dunseith
0,1,September,9,0,0,2022,dunseith.csv,dunseith
2,2,August,8,0,0,2022,dunseith.csv,dunseith
2,1,July,7,0,0,2022,dunseith.csv,dunseith
3,1,June,6,0,0,2022,dunseith.csv,dunseith
2,1,May,5,0,0,2022,dunseith.csv,dunseith
0,2,August,8,0,0,2021,dunseith.csv,dunseith
0,7,July,7,0,0,2021,dunseith.csv,dunseith
0,0,June,6,2,0,2020,dunseith.csv,dunseith
4,2,October,10,5,0,2019,dunseith.csv,dunseith
0,1,September,9,0,0,2019,dunseith.csv,dunseith
6,0,July,7,0,0,2019,dunseith.csv,dunseith
3,3,June,6,0,0,2019,dunseith.csv,dunseith
1,1,May,5,0,0,2019,dunseith.csv,dunseith
0,1,July,7,1,0,2025,durango.csv,durango
0,4,February,2,0,0,2025,durango.csv,durango
0,0,January,1,6,0,2025,durango.csv,durango
0,0,December,12,5,0,2024,durango.csv,durango
0,1,November,11,1,0,2024,durango.csv,durango
0,0,February,2,1,0,2024,durango.csv,durango
0,0,August,8,20,0,2023,durango.csv,durango
0,0,February,2,4,0,2023,durango.csv,durango
0,0,January,1,6,0,2023,durango.csv,durango
0,0,July,7,1,0,2022,durango.csv,durango
0,0,January,1,2,0,2021,durango.csv,durango
0,5,December,12,1,0,2019,durango.csv,durango
0,0,July,7,4,0,2019,durango.csv,durango
6,5,August,8,5,12,2025,eagle_pass.csv,eagle_pass
3,3,July,7,6,3,2025,eagle_pass.csv,eagle_pass
0,0,June,6,8,10,2025,eagle_pass.csv,eagle_pass
2,4,May,5,8,0,2025,eagle_pass.csv,eagle_pass
5,1,April,4,9,11,2025,eagle_pass.csv,eagle_pass
4,0,March,3,10,4,2025,eagle_pass.csv,eagle_pass
0,3,February,2,5,0,2025,eagle_pass.csv,eagle_pass
6,1,January,1,3,13,2025,eagle_pass.csv,eagle_pass
13,0,December,12,2,9,2024,eagle_pass.csv,eagle_pass
9,0,November,11,2,2,2024,eagle_pass.csv,eagle_pass
1,2,October,10,7,1,2024,eagle_pass.csv,eagle_pass
1,0,September,9,2,3,2024,eagle_pass.csv,eagle_pass
6,1,August,8,5,3,2024,eagle_pass.csv,eagle_pass
2,3,July,7,2,2,2024,eagle_pass.csv,eagle_pass
1,0,June,6,0,8,2024,eagle_pass.csv,eagle_pass
7,1,May,5,10,3,2024,eagle_pass.csv,eagle_pass
5,1,April,4,29,4,2024,eagle_pass.csv,eagle_pass
2,0,March,3,0,1,2024,eagle_pass.csv,eagle_pass
16,0,February,2,5,20,2024,eagle_pass.csv,eagle_pass
7,1,January,1,5,10,2024,eagle_pass.csv,eagle_pass
0,1,December,12,15,0,2023,eagle_pass.csv,eagle_pass
3,0,November,11,6,6,2023,eagle_pass.csv,eagle_pass
0,0,October,10,0,3,2023,eagle_pass.csv,eagle_pass
8,10,September,9,0,3,2023,eagle_pass.csv,eagle_pass
1,0,July,7,7,7,2023,eagle_pass.csv,eagle_pass
3,0,June,6,0,10,2023,eagle_pass.csv,eagle_pass
0,1,May,5,6,1,2023,eagle_pass.csv,eagle_pass
2,3,April,4,5,3,2023,eagle_pass.csv,eagle_pass
0,2,March,3,0,3,2023,eagle_pass.csv,eagle_pass
0,0,February,2,0,5,2023,eagle_pass.csv,eagle_pass
1,1,January,1,0,3,2023,eagle_pass.csv,eagle_pass
0,0,December,12,2,1,2022,eagle_pass.csv,eagle_pass
0,0,November,11,5,3,2022,eagle_pass.csv,eagle_pass
0,0,October,10,11,1,2022,eagle_pass.csv,eagle_pass
0,0,September,9,6,6,2022,eagle_pass.csv,eagle_pass
0,0,August,8,0,5,2022,eagle_pass.csv,eagle_pass
1,5,July,7,5,7,2022,eagle_pass.csv,eagle_pass
0,2,June,6,2,2,2022,eagle_pass.csv,eagle_pass
6,1,May,5,0,1,2022,eagle_pass.csv,eagle_pass
4,0,April,4,3,12,2022,eagle_pass.csv,eagle_pass
1,1,March,3,5,3,2022,eagle_pass.csv,eagle_pass
5,0,February,2,3,3,2022,eagle_pass.csv,eagle_pass
2,0,January,1,2,4,2022,eagle_pass.csv,eagle_pass
2,0,December,12,3,11,2021,eagle_pass.csv,eagle_pass
13,4,November,11,0,5,2021,eagle_pass.csv,eagle_pass
7,0,October,10,0,0,2021,eagle_pass.csv,eagle_pass
9,0,September,9,0,0,2021,eagle_pass.csv,eagle_pass
7,2,August,8,0,0,2021,eagle_pass.csv,eagle_pass
17,6,July,7,2,3,2021,eagle_pass.csv,eagle_pass
5,2,June,6,0,0,2021,eagle_pass.csv,eagle_pass
9,0,May,5,2,0,2021,eagle_pass.csv,eagle_pass
48,27,April,4,3,11,2021,eagle_pass.csv,eagle_pass
35,13,March,3,4,7,2021,eagle_pass.csv,eagle_pass
3,0,February,2,0,0,2021,eagle_pass.csv,eagle_pass
3,0,January,1,8,0,2021,eagle_pass.csv,eagle_pass
10,0,December,12,0,7,2020,eagle_pass.csv,eagle_pass
4,3,November,11,6,4,2020,eagle_pass.csv,eagle_pass
0,4,October,10,1,7,2020,eagle_pass.csv,eagle_pass
4,1,September,9,1,1,2020,eagle_pass.csv,eagle_pass
0,1,July,7,0,3,2020,eagle_pass.csv,eagle_pass
1,0,June,6,3,3,2020,eagle_pass.csv,eagle_pass
0,4,May,5,0,0,2020,eagle_pass.csv,eagle_pass
0,0,April,4,3,3,2020,eagle_pass.csv,eagle_pass
0,0,March,3,0,7,2020,eagle_pass.csv,eagle_pass
0,0,February,2,2,5,2020,eagle_pass.csv,eagle_pass
6,2,January,1,0,9,2020,eagle_pass.csv,eagle_pass
3,2,December,12,1,0,2019,eagle_pass.csv,eagle_pass
5,1,November,11,4,4,2019,eagle_pass.csv,eagle_pass
0,1,October,10,1,0,2019,eagle_pass.csv,eagle_pass
4,0,September,9,3,4,2019,eagle_pass.csv,eagle_pass
8,8,August,8,3,3,2019,eagle_pass.csv,eagle_pass
4,2,July,7,7,7,2019,eagle_pass.csv,eagle_pass
8,2,June,6,2,1,2019,eagle_pass.csv,eagle_pass
8,0,May,5,0,1,2019,eagle_pass.csv,eagle_pass
6,0,April,4,1,4,2019,eagle_pass.csv,eagle_pass
3,5,March,3,12,11,2019,eagle_pass.csv,eagle_pass
0,8,February,2,0,0,2019,eagle_pass.csv,eagle_pass
0,6,January,1,3,3,2019,eagle_pass.csv,eagle_pass
0,8,August,8,4,0,2025,east_hampton.csv,east_hampton
0,3,July,7,0,0,2025,east_hampton.csv,east_hampton
0,2,March,3,0,0,2025,east_hampton.csv,east_hampton
0,1,September,9,1,0,2024,east_hampton.csv,east_hampton
0,0,July,7,1,0,2024,east_hampton.csv,east_hampton
0,0,June,6,5,0,2024,east_hampton.csv,east_hampton
0,0,April,4,8,0,2024,east_hampton.csv,east_hampton
0,1,October,10,3,0,2023,east_hampton.csv,east_hampton
0,1,September,9,1,0,2023,east_hampton.csv,east_hampton
0,7,October,10,2,0,2022,east_hampton.csv,east_hampton
0,6,July,7,0,0,2022,east_hampton.csv,east_hampton
0,0,June,6,4,0,2022,east_hampton.csv,east_hampton
0,0,April,4,22,0,2022,east_hampton.csv,east_hampton
0,1,February,2,6,0,2022,east_hampton.csv,east_hampton
0,1,December,12,13,0,2021,east_hampton.csv,east_hampton
0,0,November,11,8,0,2021,east_hampton.csv,east_hampton
0,4,October,10,4,0,2021,east_hampton.csv,east_hampton
0,0,September,9,2,0,2021,east_hampton.csv,east_hampton
0,7,August,8,18,0,2021,east_hampton.csv,east_hampton
0,2,July,7,0,0,2021,east_hampton.csv,east_hampton
0,2,June,6,8,0,2021,east_hampton.csv,east_hampton
0,6,May,5,0,0,2021,east_hampton.csv,east_hampton
0,0,April,4,2,0,2021,east_hampton.csv,east_hampton
0,0,March,3,10,0,2021,east_hampton.csv,east_hampton
0,0,February,2,5,0,2021,east_hampton.csv,east_hampton
0,0,December,12,12,0,2020,east_hampton.csv,east_hampton
0,0,November,11,13,0,2020,east_hampton.csv,east_hampton
0,3,October,10,2,0,2020,east_hampton.csv,east_hampton
0,2,September,9,2,0,2020,east_hampton.csv,east_hampton
0,4,July,7,13,0,2020,east_hampton.csv,east_hampton
0,2,June,6,0,0,2020,east_hampton.csv,east_hampton
0,1,May,5,0,0,2020,east_hampton.csv,east_hampton
0,2,March,3,0,0,2020,east_hampton.csv,east_hampton
0,10,December,12,16,0,2019,east_hampton.csv,east_hampton
0,2,November,11,0,0,2019,east_hampton.csv,east_hampton
0,3,October,10,1,0,2019,east_hampton.csv,east_hampton
0,12,September,9,11,0,2019,east_hampton.csv,east_hampton
0,10,August,8,17,0,2019,east_hampton.csv,east_hampton
0,6,July,7,8,0,2019,east_hampton.csv,east_hampton
0,0,June,6,5,0,2019,east_hampton.csv,east_hampton
0,0,May,5,1,0,2019,east_hampton.csv,east_hampton
0,1,April,4,2,0,2019,east_hampton.csv,east_hampton
0,1,March,3,5,0,2019,east_hampton.csv,east_hampton
0,0,July,7,8,0,2025,easton.csv,easton
0,0,May,5,1,0,2025,easton.csv,easton
0,0,March,3,5,0,2025,easton.csv,easton
0,0,December,12,17,0,2024,easton.csv,easton
0,0,June,6,1,0,2024,easton.csv,easton
0,2,May,5,4,0,2024,easton.csv,easton
0,0,April,4,4,0,2024,easton.csv,easton
0,0,March,3,5,0,2024,easton.csv,easton
0,0,December,12,12,0,2023,easton.csv,easton
0,0,June,6,3,0,2023,easton.csv,easton
0,0,December,12,18,0,2022,easton.csv,easton
0,0,October,10,2,0,2022,easton.csv,easton
0,0,September,9,5,0,2022,easton.csv,easton
0,0,May,5,2,0,2022,easton.csv,easton
0,0,December,12,7,0,2021,easton.csv,easton
0,3,August,8,2,0,2021,easton.csv,easton
0,0,December,12,5,0,2020,easton.csv,easton
0,0,March,3,8,0,2020,easton.csv,easton
0,0,February,2,5,0,2020,easton.csv,easton
0,0,January,1,3,0,2020,easton.csv,easton
0,1,December,12,7,0,2019,easton.csv,easton
0,0,November,11,7,0,2019,easton.csv,easton
0,0,August,8,2,0,2019,easton.csv,easton
0,0,July,7,1,0,2019,easton.csv,easton
0,0,March,3,1,0,2019,easton.csv,easton
0,0,February,2,7,0,2019,easton.csv,easton
0,0,January,1,3,0,2019,easton.csv,easton
0,0,August,8,2,6,2025,eastport.csv,eastport
0,0,July,7,2,2,2025,eastport.csv,eastport
1,0,June,6,1,1,2025,eastport.csv,eastport
0,0,May,5,1,0,2025,eastport.csv,eastport
0,1,October,10,0,0,2024,eastport.csv,eastport
0,0,September,9,2,6,2024,eastport.csv,eastport
0,0,August,8,2,5,2024,eastport.csv,eastport
0,0,July,7,8,0,2024,eastport.csv,eastport
0,0,May,5,1,1,2024,eastport.csv,eastport
0,1,April,4,0,0,2024,eastport.csv,eastport
0,0,October,10,1,0,2023,eastport.csv,eastport
0,0,September,9,6,4,2023,eastport.csv,eastport
3,1,August,8,1,1,2023,eastport.csv,eastport
0,0,July,7,10,3,2023,eastport.csv,eastport
0,0,June,6,1,0,2023,eastport.csv,eastport
0,0,October,10,1,0,2022,eastport.csv,eastport
0,0,September,9,0,2,2022,eastport.csv,eastport
0,2,August,8,1,1,2022,eastport.csv,eastport
0,0,July,7,2,2,2022,eastport.csv,eastport
0,0,June,6,1,0,2022,eastport.csv,eastport
0,0,December,12,0,1,2021,eastport.csv,eastport
0,0,May,5,0,1,2021,eastport.csv,eastport
0,0,December,12,1,0,2020,eastport.csv,eastport
0,0,October,10,1,2,2019,eastport.csv,eastport
4,4,September,9,6,6,2019,eastport.csv,eastport
2,0,August,8,8,12,2019,eastport.csv,eastport
0,0,July,7,10,8,2019,eastport.csv,eastport
2,0,May,5,1,1,2019,eastport.csv,eastport
0,0,July,7,1,0,2025,eastsound.csv,eastsound
0,0,June,6,2,0,2025,eastsound.csv,eastsound
0,0,May,5,2,0,2025,eastsound.csv,eastsound
0,0,September,9,3,0,2024,eastsound.csv,eastsound
0,0,August,8,2,0,2024,eastsound.csv,eastsound
0,0,July,7,2,0,2024,eastsound.csv,eastsound
0,6,January,1,2,0,2019,eastsound.csv,eastsound
0,0,March,3,8,0,2025,eau_claire.csv,eau_claire
0,0,January,1,4,0,2025,eau_claire.csv,eau_claire
0,0,March,3,1,0,2021,eau_claire.csv,eau_claire
0,0,October,10,1,0,2020,eau_claire.csv,eau_claire
0,5,July,7,0,0,2019,eau_claire.csv,eau_claire
0,0,June,6,8,0,2019,eau_claire.csv,eau_claire
0,9,August,8,9,0,2025,eden_prairie.csv,eden_prairie
0,2,July,7,5,0,2025,eden_prairie.csv,eden_prairie
0,0,June,6,12,0,2025,eden_prairie.csv,eden_prairie
0,1,April,4,11,0,2025,eden_prairie.csv,eden_prairie
0,0,February,2,3,0,2025,eden_prairie.csv,eden_prairie
0,0,July,7,7,0,2024,eden_prairie.csv,eden_prairie
0,0,June,6,5,0,2024,eden_prairie.csv,eden_prairie
0,5,April,4,10,0,2024,eden_prairie.csv,eden_prairie
0,1,March,3,3,0,2024,eden_prairie.csv,eden_prairie
0,0,January,1,12,0,2024,eden_prairie.csv,eden_prairie
0,0,December,12,6,0,2023,eden_prairie.csv,eden_prairie
0,0,November,11,2,0,2023,eden_prairie.csv,eden_prairie
0,0,October,10,2,0,2023,eden_prairie.csv,eden_prairie
0,0,August,8,10,0,2023,eden_prairie.csv,eden_prairie
0,0,June,6,8,0,2023,eden_prairie.csv,eden_prairie
0,0,April,4,3,0,2023,eden_prairie.csv,eden_prairie
0,0,February,2,8,0,2023,eden_prairie.csv,eden_prairie
0,0,January,1,8,0,2023,eden_prairie.csv,eden_prairie
0,0,December,12,8,0,2022,eden_prairie.csv,eden_prairie
0,0,November,11,5,0,2022,eden_prairie.csv,eden_prairie
0,0,October,10,12,0,2022,eden_prairie.csv,eden_prairie
0,1,August,8,6,0,2022,eden_prairie.csv,eden_prairie
0,0,June,6,8,0,2022,eden_prairie.csv,eden_prairie
0,0,April,4,2,0,2022,eden_prairie.csv,eden_prairie
0,0,March,3,5,0,2022,eden_prairie.csv,eden_prairie
0,0,February,2,1,0,2022,eden_prairie.csv,eden_prairie
0,0,December,12,17,0,2021,eden_prairie.csv,eden_prairie
0,0,November,11,3,0,2021,eden_prairie.csv,eden_prairie
0,0,October,10,6,0,2021,eden_prairie.csv,eden_prairie
0,0,August,8,1,0,2025,edinburg.csv,edinburg
1,1,July,7,0,1,2025,edinburg.csv,edinburg
0,1,May,5,7,0,2025,edinburg.csv,edinburg
1,0,April,4,0,1,2025,edinburg.csv,edinburg
0,1,March,3,7,1,2025,edinburg.csv,edinburg
1,0,February,2,0,0,2025,edinburg.csv,edinburg
0,0,December,12,4,0,2024,edinburg.csv,edinburg
0,1,October,10,7,0,2024,edinburg.csv,edinburg
0,2,September,9,9,0,2024,edinburg.csv,edinburg
1,2,August,8,4,0,2024,edinburg.csv,edinburg
0,1,June,6,0,0,2024,edinburg.csv,edinburg
0,0,May,5,6,0,2024,edinburg.csv,edinburg
1,0,April,4,0,1,2024,edinburg.csv,edinburg
0,0,March,3,7,0,2024,edinburg.csv,edinburg
0,0,February,2,1,0,2024,edinburg.csv,edinburg
0,2,January,1,5,3,2024,edinburg.csv,edinburg
0,0,December,12,4,0,2023,edinburg.csv,edinburg
0,0,October,10,8,0,2023,edinburg.csv,edinburg
0,1,September,9,0,0,2023,edinburg.csv,edinburg
0,4,August,8,10,0,2023,edinburg.csv,edinburg
0,0,July,7,3,0,2023,edinburg.csv,edinburg
0,0,May,5,1,0,2023,edinburg.csv,edinburg
0,1,February,2,3,0,2023,edinburg.csv,edinburg
0,2,January,1,0,0,2023,edinburg.csv,edinburg
0,0,November,11,7,0,2022,edinburg.csv,edinburg
0,0,September,9,4,4,2022,edinburg.csv,edinburg
0,1,August,8,0,0,2022,edinburg.csv,edinburg
0,0,July,7,5,4,2022,edinburg.csv,edinburg
0,2,May,5,0,0,2022,edinburg.csv,edinburg
1,0,April,4,3,1,2022,edinburg.csv,edinburg
0,0,March,3,17,5,2022,edinburg.csv,edinburg
0,2,January,1,3,0,2022,edinburg.csv,edinburg
0,0,December,12,6,0,2021,edinburg.csv,edinburg
0,0,November,11,4,0,2021,edinburg.csv,edinburg
0,4,August,8,0,2,2021,edinburg.csv,edinburg
0,1,July,7,4,0,2021,edinburg.csv,edinburg
0,0,May,5,4,0,2021,edinburg.csv,edinburg
1,1,April,4,6,1,2021,edinburg.csv,edinburg
0,0,March,3,10,0,2021,edinburg.csv,edinburg
0,0,February,2,1,0,2021,edinburg.csv,edinburg
1,1,January,1,2,0,2021,edinburg.csv,edinburg
0,0,December,12,0,1,2020,edinburg.csv,edinburg
0,7,November,11,3,0,2020,edinburg.csv,edinburg
0,0,October,10,5,4,2020,edinburg.csv,edinburg
0,2,September,9,0,0,2020,edinburg.csv,edinburg
0,0,August,8,4,0,2020,edinburg.csv,edinburg
0,0,July,7,4,8,2020,edinburg.csv,edinburg
0,0,June,6,4,0,2020,edinburg.csv,edinburg
0,0,May,5,0,3,2020,edinburg.csv,edinburg
0,1,February,2,0,0,2020,edinburg.csv,edinburg
0,1,January,1,8,2,2020,edinburg.csv,edinburg
0,0,December,12,5,0,2019,edinburg.csv,edinburg
0,1,September,9,0,0,2019,edinburg.csv,edinburg
1,2,July,7,1,0,2019,edinburg.csv,edinburg
0,0,June,6,9,0,2019,edinburg.csv,edinburg
0,0,May,5,1,0,2019,edinburg.csv,edinburg
0,2,April,4,3,0,2019,edinburg.csv,edinburg
0,0,February,2,2,0,2019,edinburg.csv,edinburg
0,4,August,8,0,0,2021,el_cajon.csv,el_cajon
0,2,March,3,0,0,2020,el_cajon.csv,el_cajon
0,8,February,2,1,0,2020,el_cajon.csv,el_cajon
0,10,January,1,0,0,2020,el_cajon.csv,el_cajon
0,2,December,12,0,0,2019,el_cajon.csv,el_cajon
0,3,November,11,17,0,2019,el_cajon.csv,el_cajon
0,6,September,9,1,0,2019,el_cajon.csv,el_cajon
0,4,August,8,0,0,2019,el_cajon.csv,el_cajon
0,0,July,7,3,0,2019,el_cajon.csv,el_cajon
0,3,May,5,2,0,2019,el_cajon.csv,el_cajon
0,0,April,4,6,0,2019,el_cajon.csv,el_cajon
0,4,January,1,0,0,2019,el_cajon.csv,el_cajon
0,1,April,4,0,26,2025,el_centro.csv,el_centro
1,0,March,3,0,7,2025,el_centro.csv,el_centro
0,2,January,1,0,0,2025,el_centro.csv,el_centro
0,0,November,11,0,4,2024,el_centro.csv,el_centro
1,0,September,9,0,7,2024,el_centro.csv,el_centro
8,0,August,8,0,0,2023,el_centro.csv,el_centro
0,0,June,6,3,0,2022,el_centro.csv,el_centro
0,8,December,12,2,0,2021,el_centro.csv,el_centro
0,0,August,8,2,0,2020,el_centro.csv,el_centro
0,0,September,9,2,0,2022,el_dorado.csv,el_dorado
115,384,August,8,300,141,2025,el_paso.csv,el_paso
149,269,July,7,522,166,2025,el_paso.csv,el_paso
160,605,June,6,593,289,2025,el_paso.csv,el_paso
122,59,May,5,447,216,2025,el_paso.csv,el_paso
177,50,April,4,112,218,2025,el_paso.csv,el_paso
221,67,March,3,501,365,2025,el_paso.csv,el_paso
329,78,February,2,99,227,2025,el_paso.csv,el_paso
257,74,January,1,145,499,2025,el_paso.csv,el_paso
360,145,December,12,235,442,2024,el_paso.csv,el_paso
165,108,November,11,254,340,2024,el_paso.csv,el_paso
86,55,October,10,102,238,2024,el_paso.csv,el_paso
164,77,September,9,32,158,2024,el_paso.csv,el_paso
127,89,August,8,71,375,2024,el_paso.csv,el_paso
144,56,July,7,95,389,2024,el_paso.csv,el_paso
196,65,June,6,103,232,2024,el_paso.csv,el_paso
173,66,May,5,102,209,2024,el_paso.csv,el_paso
87,58,April,4,377,176,2024,el_paso.csv,el_paso
300,99,March,3,1764,236,2024,el_paso.csv,el_paso
303,83,February,2,1903,317,2024,el_paso.csv,el_paso
143,65,January,1,227,410,2024,el_paso.csv,el_paso
281,325,December,12,218,303,2023,el_paso.csv,el_paso
145,77,November,11,563,271,2023,el_paso.csv,el_paso
154,71,October,10,176,230,2023,el_paso.csv,el_paso
173,66,September,9,58,100,2023,el_paso.csv,el_paso
117,78,August,8,69,156,2023,el_paso.csv,el_paso
204,74,July,7,63,241,2023,el_paso.csv,el_paso
118,45,June,6,76,194,2023,el_paso.csv,el_paso
109,278,May,5,124,224,2023,el_paso.csv,el_paso
187,481,April,4,788,372,2023,el_paso.csv,el_paso
154,62,March,3,145,281,2023,el_paso.csv,el_paso
278,71,February,2,100,238,2023,el_paso.csv,el_paso
273,150,January,1,98,507,2023,el_paso.csv,el_paso
353,90,December,12,150,237,2022,el_paso.csv,el_paso
79,58,November,11,76,264,2022,el_paso.csv,el_paso
142,69,October,10,107,216,2022,el_paso.csv,el_paso
126,78,September,9,68,92,2022,el_paso.csv,el_paso
135,71,August,8,75,138,2022,el_paso.csv,el_paso
147,47,July,7,59,221,2022,el_paso.csv,el_paso
151,83,June,6,92,203,2022,el_paso.csv,el_paso
