Foreign Originating,Foreign Returning,Month,Month Number,U.S. Citizen Originating,U.S. Citizen Returning,Year,__source_file,__source_title
2,0,April,4,0,0,2024,kekaha.csv,kekaha
0,0,March,3,1,0,2025,kelowna.csv,kelowna
0,1,April,4,0,0,2024,kelowna.csv,kelowna
0,1,January,1,3,0,2022,kelowna.csv,kelowna
0,16,August,8,0,0,2025,kenai.csv,kenai
0,7,June,6,0,0,2025,kenai.csv,kenai
0,5,June,6,0,0,2024,kenai.csv,kenai
179,212,August,8,661,596,2025,kendall-tamiami.csv,kendall-tamiami
214,188,July,7,819,962,2025,kendall-tamiami.csv,kendall-tamiami
100,111,June,6,628,581,2025,kendall-tamiami.csv,kendall-tamiami
267,239,May,5,753,857,2025,kendall-tamiami.csv,kendall-tamiami
242,225,April,4,877,1007,2025,kendall-tamiami.csv,kendall-tamiami
201,196,March,3,681,837,2025,kendall-tamiami.csv,kendall-tamiami
214,164,February,2,572,587,2025,kendall-tamiami.csv,kendall-tamiami
217,178,January,1,404,750,2025,kendall-tamiami.csv,kendall-tamiami
201,267,December,12,713,519,2024,kendall-tamiami.csv,kendall-tamiami
234,177,November,11,548,494,2024,kendall-tamiami.csv,kendall-tamiami
148,143,October,10,304,297,2024,kendall-tamiami.csv,kendall-tamiami
132,148,September,9,266,509,2024,kendall-tamiami.csv,kendall-tamiami
183,166,August,8,751,639,2024,kendall-tamiami.csv,kendall-tamiami
148,176,July,7,820,916,2024,kendall-tamiami.csv,kendall-tamiami
140,129,June,6,642,737,2024,kendall-tamiami.csv,kendall-tamiami
146,151,May,5,787,824,2024,kendall-tamiami.csv,kendall-tamiami
183,233,April,4,676,790,2024,kendall-tamiami.csv,kendall-tamiami
180,191,March,3,701,713,2024,kendall-tamiami.csv,kendall-tamiami
169,197,February,2,582,586,2024,kendall-tamiami.csv,kendall-tamiami
160,146,January,1,434,801,2024,kendall-tamiami.csv,kendall-tamiami
132,171,December,12,627,368,2023,kendall-tamiami.csv,kendall-tamiami
170,203,November,11,546,554,2023,kendall-tamiami.csv,kendall-tamiami
128,116,October,10,319,415,2023,kendall-tamiami.csv,kendall-tamiami
142,104,September,9,487,574,2023,kendall-tamiami.csv,kendall-tamiami
138,133,August,8,703,774,2023,kendall-tamiami.csv,kendall-tamiami
159,119,July,7,783,997,2023,kendall-tamiami.csv,kendall-tamiami
145,134,June,6,826,734,2023,kendall-tamiami.csv,kendall-tamiami
130,151,May,5,854,972,2023,kendall-tamiami.csv,kendall-tamiami
153,151,April,4,721,914,2023,kendall-tamiami.csv,kendall-tamiami
145,140,March,3,624,740,2023,kendall-tamiami.csv,kendall-tamiami
149,135,February,2,442,526,2023,kendall-tamiami.csv,kendall-tamiami
156,181,January,1,534,934,2023,kendall-tamiami.csv,kendall-tamiami
145,138,December,12,685,398,2022,kendall-tamiami.csv,kendall-tamiami
125,174,November,11,484,558,2022,kendall-tamiami.csv,kendall-tamiami
109,113,October,10,408,460,2022,kendall-tamiami.csv,kendall-tamiami
124,133,September,9,412,442,2022,kendall-tamiami.csv,kendall-tamiami
142,125,August,8,694,815,2022,kendall-tamiami.csv,kendall-tamiami
119,85,July,7,842,962,2022,kendall-tamiami.csv,kendall-tamiami
102,86,June,6,604,537,2022,kendall-tamiami.csv,kendall-tamiami
116,125,May,5,883,978,2022,kendall-tamiami.csv,kendall-tamiami
165,206,April,4,758,814,2022,kendall-tamiami.csv,kendall-tamiami
154,140,March,3,685,720,2022,kendall-tamiami.csv,kendall-tamiami
126,136,February,2,399,434,2022,kendall-tamiami.csv,kendall-tamiami
109,115,January,1,349,615,2022,kendall-tamiami.csv,kendall-tamiami
109,145,December,12,588,320,2021,kendall-tamiami.csv,kendall-tamiami
144,165,November,11,542,505,2021,kendall-tamiami.csv,kendall-tamiami
115,102,October,10,485,441,2021,kendall-tamiami.csv,kendall-tamiami
104,75,September,9,520,445,2021,kendall-tamiami.csv,kendall-tamiami
103,93,August,8,448,558,2021,kendall-tamiami.csv,kendall-tamiami
151,142,July,7,858,783,2021,kendall-tamiami.csv,kendall-tamiami
144,120,June,6,682,689,2021,kendall-tamiami.csv,kendall-tamiami
171,190,May,5,752,735,2021,kendall-tamiami.csv,kendall-tamiami
175,128,April,4,551,608,2021,kendall-tamiami.csv,kendall-tamiami
178,152,March,3,387,383,2021,kendall-tamiami.csv,kendall-tamiami
96,98,February,2,264,261,2021,kendall-tamiami.csv,kendall-tamiami
150,116,January,1,246,471,2021,kendall-tamiami.csv,kendall-tamiami
109,143,December,12,546,279,2020,kendall-tamiami.csv,kendall-tamiami
150,146,November,11,306,330,2020,kendall-tamiami.csv,kendall-tamiami
102,89,October,10,293,306,2020,kendall-tamiami.csv,kendall-tamiami
101,107,September,9,298,384,2020,kendall-tamiami.csv,kendall-tamiami
77,80,August,8,275,253,2020,kendall-tamiami.csv,kendall-tamiami
67,75,July,7,649,692,2020,kendall-tamiami.csv,kendall-tamiami
53,60,June,6,157,98,2020,kendall-tamiami.csv,kendall-tamiami
33,53,May,5,18,8,2020,kendall-tamiami.csv,kendall-tamiami
3,24,April,4,6,14,2020,kendall-tamiami.csv,kendall-tamiami
99,125,March,3,371,430,2020,kendall-tamiami.csv,kendall-tamiami
138,134,February,2,518,505,2020,kendall-tamiami.csv,kendall-tamiami
141,170,January,1,384,708,2020,kendall-tamiami.csv,kendall-tamiami
183,174,December,12,517,364,2019,kendall-tamiami.csv,kendall-tamiami
185,148,November,11,501,435,2019,kendall-tamiami.csv,kendall-tamiami
143,132,October,10,345,325,2019,kendall-tamiami.csv,kendall-tamiami
172,154,September,9,356,364,2019,kendall-tamiami.csv,kendall-tamiami
163,155,August,8,414,539,2019,kendall-tamiami.csv,kendall-tamiami
145,145,July,7,635,794,2019,kendall-tamiami.csv,kendall-tamiami
164,172,June,6,601,593,2019,kendall-tamiami.csv,kendall-tamiami
168,189,May,5,730,693,2019,kendall-tamiami.csv,kendall-tamiami
276,263,April,4,614,763,2019,kendall-tamiami.csv,kendall-tamiami
159,145,March,3,578,552,2019,kendall-tamiami.csv,kendall-tamiami
130,129,February,2,338,313,2019,kendall-tamiami.csv,kendall-tamiami
148,187,January,1,257,545,2019,kendall-tamiami.csv,kendall-tamiami
71,65,August,8,327,746,2025,kenmore.csv,kenmore
90,76,July,7,301,642,2025,kenmore.csv,kenmore
55,27,June,6,186,303,2025,kenmore.csv,kenmore
33,11,May,5,90,192,2025,kenmore.csv,kenmore
1,3,April,4,28,9,2025,kenmore.csv,kenmore
0,1,March,3,17,0,2025,kenmore.csv,kenmore
0,2,February,2,11,0,2025,kenmore.csv,kenmore
0,1,January,1,3,0,2025,kenmore.csv,kenmore
0,2,December,12,11,0,2024,kenmore.csv,kenmore
0,4,November,11,29,0,2024,kenmore.csv,kenmore
0,5,October,10,36,0,2024,kenmore.csv,kenmore
23,21,September,9,84,192,2024,kenmore.csv,kenmore
67,54,August,8,327,574,2024,kenmore.csv,kenmore
98,106,July,7,278,533,2024,kenmore.csv,kenmore
47,47,June,6,189,343,2024,kenmore.csv,kenmore
39,50,May,5,175,225,2024,kenmore.csv,kenmore
0,19,April,4,54,0,2024,kenmore.csv,kenmore
0,3,March,3,10,0,2024,kenmore.csv,kenmore
0,3,February,2,11,0,2024,kenmore.csv,kenmore
0,0,January,1,1,0,2024,kenmore.csv,kenmore
0,4,December,12,29,0,2023,kenmore.csv,kenmore
0,10,November,11,12,0,2023,kenmore.csv,kenmore
0,13,October,10,21,0,2023,kenmore.csv,kenmore
38,40,September,9,207,229,2023,kenmore.csv,kenmore
120,75,August,8,590,1250,2023,kenmore.csv,kenmore
202,173,July,7,574,947,2023,kenmore.csv,kenmore
70,49,June,6,239,387,2023,kenmore.csv,kenmore
23,23,May,5,75,139,2023,kenmore.csv,kenmore
0,2,April,4,18,0,2023,kenmore.csv,kenmore
0,0,March,3,1,0,2023,kenmore.csv,kenmore
0,2,February,2,15,0,2023,kenmore.csv,kenmore
0,2,January,1,3,0,2023,kenmore.csv,kenmore
0,0,December,12,10,0,2022,kenmore.csv,kenmore
0,2,November,11,9,0,2022,kenmore.csv,kenmore
0,5,October,10,35,0,2022,kenmore.csv,kenmore
1,9,September,9,28,32,2022,kenmore.csv,kenmore
1,4,August,8,116,127,2022,kenmore.csv,kenmore
0,1,July,7,111,88,2022,kenmore.csv,kenmore
0,0,June,6,108,33,2022,kenmore.csv,kenmore
7,5,May,5,17,35,2022,kenmore.csv,kenmore
0,0,April,4,16,3,2022,kenmore.csv,kenmore
1,0,March,3,14,7,2022,kenmore.csv,kenmore
0,1,January,1,0,0,2022,kenmore.csv,kenmore
2,0,December,12,1,0,2021,kenmore.csv,kenmore
0,0,November,11,3,1,2021,kenmore.csv,kenmore
0,0,October,10,0,1,2021,kenmore.csv,kenmore
5,0,September,9,3,1,2021,kenmore.csv,kenmore
8,0,August,8,19,13,2021,kenmore.csv,kenmore
1,2,May,5,0,1,2021,kenmore.csv,kenmore
0,0,April,4,0,1,2021,kenmore.csv,kenmore
1,0,February,2,0,1,2021,kenmore.csv,kenmore
7,1,December,12,1,0,2020,kenmore.csv,kenmore
2,1,November,11,0,5,2020,kenmore.csv,kenmore
0,1,October,10,2,1,2020,kenmore.csv,kenmore
0,0,September,9,2,0,2020,kenmore.csv,kenmore
0,3,August,8,0,0,2020,kenmore.csv,kenmore
0,0,June,6,1,0,2020,kenmore.csv,kenmore
0,0,May,5,2,0,2020,kenmore.csv,kenmore
0,0,April,4,3,0,2020,kenmore.csv,kenmore
0,0,March,3,10,0,2020,kenmore.csv,kenmore
0,5,February,2,6,0,2020,kenmore.csv,kenmore
0,0,January,1,6,0,2020,kenmore.csv,kenmore
0,2,December,12,2,0,2019,kenmore.csv,kenmore
0,4,November,11,7,0,2019,kenmore.csv,kenmore
0,0,October,10,3,0,2019,kenmore.csv,kenmore
31,18,September,9,182,288,2019,kenmore.csv,kenmore
149,170,August,8,1700,1918,2019,kenmore.csv,kenmore
82,83,July,7,1193,1176,2019,kenmore.csv,kenmore
19,19,June,6,300,280,2019,kenmore.csv,kenmore
5,12,May,5,109,43,2019,kenmore.csv,kenmore
0,0,April,4,13,0,2019,kenmore.csv,kenmore
0,1,March,3,11,4,2019,kenmore.csv,kenmore
0,0,February,2,2,0,2019,kenmore.csv,kenmore
0,0,July,7,12,11,2025,kennesaw.csv,kennesaw
0,0,June,6,8,16,2025,kennesaw.csv,kennesaw
0,0,April,4,8,9,2025,kennesaw.csv,kennesaw
0,0,December,12,4,4,2024,kennesaw.csv,kennesaw
0,0,October,10,2,0,2024,kennesaw.csv,kennesaw
0,0,September,9,2,8,2024,kennesaw.csv,kennesaw
0,0,August,8,0,6,2024,kennesaw.csv,kennesaw
0,0,July,7,4,0,2024,kennesaw.csv,kennesaw
4,0,June,6,14,13,2024,kennesaw.csv,kennesaw
2,0,May,5,21,26,2024,kennesaw.csv,kennesaw
0,0,April,4,10,29,2024,kennesaw.csv,kennesaw
0,0,March,3,20,2,2024,kennesaw.csv,kennesaw
1,0,February,2,2,12,2024,kennesaw.csv,kennesaw
0,0,January,1,6,4,2024,kennesaw.csv,kennesaw
0,0,December,12,20,15,2023,kennesaw.csv,kennesaw
0,0,November,11,10,4,2023,kennesaw.csv,kennesaw
0,0,September,9,14,15,2023,kennesaw.csv,kennesaw
0,3,July,7,14,9,2023,kennesaw.csv,kennesaw
0,0,June,6,10,0,2023,kennesaw.csv,kennesaw
0,1,May,5,15,8,2023,kennesaw.csv,kennesaw
0,0,April,4,22,14,2023,kennesaw.csv,kennesaw
0,0,February,2,24,10,2023,kennesaw.csv,kennesaw
0,0,January,1,0,16,2023,kennesaw.csv,kennesaw
0,0,December,12,25,11,2022,kennesaw.csv,kennesaw
0,0,November,11,8,4,2022,kennesaw.csv,kennesaw
0,0,August,8,10,10,2022,kennesaw.csv,kennesaw
1,0,July,7,18,3,2022,kennesaw.csv,kennesaw
3,0,June,6,12,26,2022,kennesaw.csv,kennesaw
0,1,May,5,29,6,2022,kennesaw.csv,kennesaw
1,2,April,4,27,20,2022,kennesaw.csv,kennesaw
0,0,March,3,20,26,2022,kennesaw.csv,kennesaw
0,0,February,2,7,2,2022,kennesaw.csv,kennesaw
0,0,December,12,16,20,2021,kennesaw.csv,kennesaw
0,0,November,11,20,11,2021,kennesaw.csv,kennesaw
0,0,October,10,10,4,2021,kennesaw.csv,kennesaw
0,0,September,9,0,7,2021,kennesaw.csv,kennesaw
0,0,August,8,9,9,2021,kennesaw.csv,kennesaw
0,0,July,7,12,23,2021,kennesaw.csv,kennesaw
5,3,June,6,36,29,2021,kennesaw.csv,kennesaw
0,0,May,5,14,13,2021,kennesaw.csv,kennesaw
0,0,April,4,16,16,2021,kennesaw.csv,kennesaw
1,1,March,3,2,18,2021,kennesaw.csv,kennesaw
0,0,February,2,21,12,2021,kennesaw.csv,kennesaw
0,0,January,1,0,8,2021,kennesaw.csv,kennesaw
0,0,December,12,17,12,2020,kennesaw.csv,kennesaw
0,1,November,11,2,2,2020,kennesaw.csv,kennesaw
0,0,March,3,5,17,2020,kennesaw.csv,kennesaw
0,0,February,2,15,15,2020,kennesaw.csv,kennesaw
0,0,January,1,9,30,2020,kennesaw.csv,kennesaw
0,0,December,12,20,11,2019,kennesaw.csv,kennesaw
0,0,November,11,22,10,2019,kennesaw.csv,kennesaw
0,0,October,10,10,14,2019,kennesaw.csv,kennesaw
0,0,September,9,1,8,2019,kennesaw.csv,kennesaw
0,0,August,8,10,14,2019,kennesaw.csv,kennesaw
0,1,July,7,5,7,2019,kennesaw.csv,kennesaw
0,0,June,6,16,51,2019,kennesaw.csv,kennesaw
0,0,May,5,27,12,2019,kennesaw.csv,kennesaw
0,0,April,4,11,35,2019,kennesaw.csv,kennesaw
0,0,March,3,28,8,2019,kennesaw.csv,kennesaw
6,17,February,2,22,32,2019,kennesaw.csv,kennesaw
0,1,January,1,26,26,2019,kennesaw.csv,kennesaw
0,0,August,8,26,9,2025,kenosha.csv,kenosha
0,4,July,7,33,35,2025,kenosha.csv,kenosha
1,2,June,6,17,11,2025,kenosha.csv,kenosha
0,0,May,5,21,2,2025,kenosha.csv,kenosha
0,0,April,4,12,9,2025,kenosha.csv,kenosha
0,0,March,3,16,6,2025,kenosha.csv,kenosha
1,0,February,2,2,3,2025,kenosha.csv,kenosha
0,0,January,1,0,10,2025,kenosha.csv,kenosha
0,2,December,12,33,18,2024,kenosha.csv,kenosha
0,0,November,11,18,6,2024,kenosha.csv,kenosha
2,0,October,10,9,14,2024,kenosha.csv,kenosha
5,0,September,9,15,11,2024,kenosha.csv,kenosha
4,4,August,8,30,15,2024,kenosha.csv,kenosha
4,5,July,7,17,19,2024,kenosha.csv,kenosha
0,6,June,6,5,12,2024,kenosha.csv,kenosha
0,0,May,5,14,10,2024,kenosha.csv,kenosha
0,0,April,4,4,8,2024,kenosha.csv,kenosha
0,2,March,3,12,0,2024,kenosha.csv,kenosha
3,4,January,1,0,9,2024,kenosha.csv,kenosha
0,0,December,12,10,15,2023,kenosha.csv,kenosha
0,0,November,11,7,2,2023,kenosha.csv,kenosha
1,1,October,10,15,17,2023,kenosha.csv,kenosha
0,3,September,9,21,11,2023,kenosha.csv,kenosha
3,5,August,8,15,9,2023,kenosha.csv,kenosha
0,2,July,7,15,2,2023,kenosha.csv,kenosha
0,0,June,6,17,0,2023,kenosha.csv,kenosha
0,0,May,5,6,0,2023,kenosha.csv,kenosha
0,0,April,4,3,0,2023,kenosha.csv,kenosha
0,0,March,3,2,0,2023,kenosha.csv,kenosha
0,2,February,2,18,5,2023,kenosha.csv,kenosha
0,0,January,1,13,0,2023,kenosha.csv,kenosha
0,0,December,12,7,0,2022,kenosha.csv,kenosha
0,0,November,11,18,0,2022,kenosha.csv,kenosha
0,1,October,10,4,0,2022,kenosha.csv,kenosha
0,0,September,9,14,0,2022,kenosha.csv,kenosha
0,3,August,8,8,0,2022,kenosha.csv,kenosha
0,0,July,7,22,0,2022,kenosha.csv,kenosha
0,0,June,6,15,1,2022,kenosha.csv,kenosha
0,0,May,5,15,0,2022,kenosha.csv,kenosha
0,3,April,4,4,0,2022,kenosha.csv,kenosha
0,0,February,2,4,2,2022,kenosha.csv,kenosha
0,3,January,1,0,0,2022,kenosha.csv,kenosha
0,1,November,11,12,0,2021,kenosha.csv,kenosha
0,0,September,9,7,0,2021,kenosha.csv,kenosha
0,0,August,8,5,0,2021,kenosha.csv,kenosha
0,0,July,7,32,0,2021,kenosha.csv,kenosha
0,0,May,5,7,0,2021,kenosha.csv,kenosha
1,1,April,4,3,7,2021,kenosha.csv,kenosha
0,0,March,3,2,0,2021,kenosha.csv,kenosha
0,0,February,2,4,0,2021,kenosha.csv,kenosha
0,4,December,12,0,0,2020,kenosha.csv,kenosha
0,0,March,3,5,0,2020,kenosha.csv,kenosha
0,0,February,2,4,0,2020,kenosha.csv,kenosha
0,0,January,1,7,0,2020,kenosha.csv,kenosha
0,0,December,12,32,0,2019,kenosha.csv,kenosha
0,0,November,11,2,4,2019,kenosha.csv,kenosha
0,0,October,10,10,0,2019,kenosha.csv,kenosha
0,1,September,9,13,1,2019,kenosha.csv,kenosha
0,2,August,8,20,0,2019,kenosha.csv,kenosha
1,3,July,7,28,3,2019,kenosha.csv,kenosha
0,0,June,6,30,1,2019,kenosha.csv,kenosha
1,1,May,5,16,0,2019,kenosha.csv,kenosha
0,0,April,4,15,0,2019,kenosha.csv,kenosha
0,0,February,2,4,0,2019,kenosha.csv,kenosha
0,0,June,6,2,0,2025,kerrville.csv,kerrville
0,0,January,1,2,0,2025,kerrville.csv,kerrville
0,0,October,10,2,0,2024,kerrville.csv,kerrville
0,1,April,4,1,0,2024,kerrville.csv,kerrville
0,0,May,5,4,0,2022,kerrville.csv,kerrville
0,0,April,4,6,0,2022,kerrville.csv,kerrville
0,0,January,1,2,0,2022,kerrville.csv,kerrville
0,0,December,12,2,0,2021,kerrville.csv,kerrville
13,42,August,8,18,27,2025,ketchikan.csv,ketchikan
35,23,July,7,6,21,2025,ketchikan.csv,ketchikan
2,19,June,6,5,16,2025,ketchikan.csv,ketchikan
0,0,May,5,3,4,2025,ketchikan.csv,ketchikan
5,0,April,4,0,6,2025,ketchikan.csv,ketchikan
2,0,March,3,11,8,2025,ketchikan.csv,ketchikan
0,0,February,2,13,23,2025,ketchikan.csv,ketchikan
3,3,January,1,1,2,2025,ketchikan.csv,ketchikan
0,0,December,12,0,5,2024,ketchikan.csv,ketchikan
0,0,November,11,4,0,2024,ketchikan.csv,ketchikan
20,22,October,10,2,10,2024,ketchikan.csv,ketchikan
14,20,September,9,2,17,2024,ketchikan.csv,ketchikan
16,20,August,8,23,8,2024,ketchikan.csv,ketchikan
2,7,July,7,13,19,2024,ketchikan.csv,ketchikan
18,6,June,6,6,44,2024,ketchikan.csv,ketchikan
12,10,May,5,2,18,2024,ketchikan.csv,ketchikan
1,1,April,4,3,6,2024,ketchikan.csv,ketchikan
0,6,March,3,12,9,2024,ketchikan.csv,ketchikan
2,0,February,2,7,6,2024,ketchikan.csv,ketchikan
0,0,January,1,6,7,2024,ketchikan.csv,ketchikan
0,0,December,12,0,1,2023,ketchikan.csv,ketchikan
0,4,November,11,0,3,2023,ketchikan.csv,ketchikan
0,0,October,10,2,6,2023,ketchikan.csv,ketchikan
3,0,September,9,10,3,2023,ketchikan.csv,ketchikan
1,11,August,8,21,25,2023,ketchikan.csv,ketchikan
9,1,July,7,13,19,2023,ketchikan.csv,ketchikan
11,8,June,6,12,35,2023,ketchikan.csv,ketchikan
4,0,May,5,1,7,2023,ketchikan.csv,ketchikan
2,1,April,4,1,6,2023,ketchikan.csv,ketchikan
0,0,February,2,0,5,2023,ketchikan.csv,ketchikan
0,0,December,12,0,1,2022,ketchikan.csv,ketchikan
0,0,November,11,3,2,2022,ketchikan.csv,ketchikan
0,0,October,10,6,14,2022,ketchikan.csv,ketchikan
17,12,September,9,4,7,2022,ketchikan.csv,ketchikan
2,9,August,8,8,19,2022,ketchikan.csv,ketchikan
4,19,July,7,13,25,2022,ketchikan.csv,ketchikan
4,0,June,6,8,16,2022,ketchikan.csv,ketchikan
8,9,May,5,0,6,2022,ketchikan.csv,ketchikan
4,3,April,4,5,5,2022,ketchikan.csv,ketchikan
2,0,March,3,1,3,2022,ketchikan.csv,ketchikan
0,0,February,2,6,6,2022,ketchikan.csv,ketchikan
3,0,January,1,2,0,2022,ketchikan.csv,ketchikan
0,0,November,11,1,0,2021,ketchikan.csv,ketchikan
5,3,September,9,1,0,2021,ketchikan.csv,ketchikan
2,0,August,8,1,2,2021,ketchikan.csv,ketchikan
1,0,July,7,5,0,2021,ketchikan.csv,ketchikan
4,0,June,6,0,12,2021,ketchikan.csv,ketchikan
2,1,May,5,2,4,2021,ketchikan.csv,ketchikan
0,0,January,1,0,1,2021,ketchikan.csv,ketchikan
0,1,November,11,0,0,2020,ketchikan.csv,ketchikan
3,0,October,10,0,2,2020,ketchikan.csv,ketchikan
5,46,September,9,2,0,2020,ketchikan.csv,ketchikan
9,2,August,8,4,2,2020,ketchikan.csv,ketchikan
4,0,July,7,2,10,2020,ketchikan.csv,ketchikan
2,0,June,6,0,6,2020,ketchikan.csv,ketchikan
2,2,May,5,0,2,2020,ketchikan.csv,ketchikan
0,0,April,4,2,7,2020,ketchikan.csv,ketchikan
5,1,March,3,39,42,2020,ketchikan.csv,ketchikan
2,2,February,2,14,21,2020,ketchikan.csv,ketchikan
1,1,January,1,2,7,2020,ketchikan.csv,ketchikan
3,3,December,12,10,9,2019,ketchikan.csv,ketchikan
0,2,November,11,6,6,2019,ketchikan.csv,ketchikan
17,12,October,10,5,3,2019,ketchikan.csv,ketchikan
7,7,September,9,11,2,2019,ketchikan.csv,ketchikan
15,18,August,8,14,30,2019,ketchikan.csv,ketchikan
20,14,July,7,31,47,2019,ketchikan.csv,ketchikan
5,10,June,6,5,8,2019,ketchikan.csv,ketchikan
2,5,May,5,3,18,2019,ketchikan.csv,ketchikan
3,3,April,4,8,7,2019,ketchikan.csv,ketchikan
0,1,March,3,1,1,2019,ketchikan.csv,ketchikan
1,1,February,2,4,1,2019,ketchikan.csv,ketchikan
0,1,January,1,1,4,2019,ketchikan.csv,ketchikan
0,18,April,4,0,0,2025,key_largo.csv,key_largo
0,13,March,3,2,0,2025,key_largo.csv,key_largo
0,12,February,2,4,0,2025,key_largo.csv,key_largo
0,7,January,1,2,0,2025,key_largo.csv,key_largo
0,8,December,12,0,0,2024,key_largo.csv,key_largo
0,2,November,11,0,0,2024,key_largo.csv,key_largo
0,3,October,10,0,0,2024,key_largo.csv,key_largo
0,6,April,4,6,0,2024,key_largo.csv,key_largo
0,4,March,3,0,0,2024,key_largo.csv,key_largo
0,0,January,1,2,0,2024,key_largo.csv,key_largo
0,4,November,11,8,0,2023,key_largo.csv,key_largo
0,0,August,8,6,0,2023,key_largo.csv,key_largo
0,2,April,4,2,0,2023,key_largo.csv,key_largo
0,0,March,3,6,0,2023,key_largo.csv,key_largo
0,0,January,1,6,0,2023,key_largo.csv,key_largo
0,0,December,12,2,0,2022,key_largo.csv,key_largo
0,0,November,11,4,0,2022,key_largo.csv,key_largo
0,0,April,4,7,0,2022,key_largo.csv,key_largo
0,0,February,2,3,0,2022,key_largo.csv,key_largo
0,0,December,12,2,0,2021,key_largo.csv,key_largo
0,5,November,11,5,0,2021,key_largo.csv,key_largo
0,3,April,4,4,0,2021,key_largo.csv,key_largo
0,0,March,3,8,0,2021,key_largo.csv,key_largo
0,3,November,11,0,0,2020,key_largo.csv,key_largo
0,0,January,1,3,0,2020,key_largo.csv,key_largo
0,0,December,12,9,0,2019,key_largo.csv,key_largo
0,0,November,11,4,0,2019,key_largo.csv,key_largo
0,1,April,4,1,0,2019,key_largo.csv,key_largo
0,7,February,2,0,0,2019,key_largo.csv,key_largo
0,0,January,1,3,0,2019,key_largo.csv,key_largo
2,5,August,8,30,26,2025,key_west.csv,key_west
7,18,July,7,51,26,2025,key_west.csv,key_west
9,9,June,6,91,79,2025,key_west.csv,key_west
0,4,May,5,16,30,2025,key_west.csv,key_west
25,18,April,4,54,69,2025,key_west.csv,key_west
21,12,March,3,47,51,2025,key_west.csv,key_west
19,14,February,2,34,44,2025,key_west.csv,key_west
11,22,January,1,38,68,2025,key_west.csv,key_west
12,5,December,12,66,32,2024,key_west.csv,key_west
8,7,November,11,23,19,2024,key_west.csv,key_west
7,7,October,10,19,33,2024,key_west.csv,key_west
7,8,September,9,23,16,2024,key_west.csv,key_west
4,10,August,8,22,15,2024,key_west.csv,key_west
11,9,July,7,7,20,2024,key_west.csv,key_west
6,11,June,6,12,25,2024,key_west.csv,key_west
11,8,May,5,8,32,2024,key_west.csv,key_west
7,12,April,4,33,44,2024,key_west.csv,key_west
4,12,March,3,61,49,2024,key_west.csv,key_west
12,6,February,2,30,62,2024,key_west.csv,key_west
8,7,January,1,63,56,2024,key_west.csv,key_west
24,5,December,12,40,37,2023,key_west.csv,key_west
18,3,November,11,22,30,2023,key_west.csv,key_west
6,12,October,10,14,21,2023,key_west.csv,key_west
0,5,September,9,12,15,2023,key_west.csv,key_west
11,15,August,8,44,37,2023,key_west.csv,key_west
7,9,July,7,28,41,2023,key_west.csv,key_west
12,2,June,6,22,39,2023,key_west.csv,key_west
3,5,May,5,53,58,2023,key_west.csv,key_west
20,16,April,4,29,59,2023,key_west.csv,key_west
18,7,March,3,91,79,2023,key_west.csv,key_west
43,22,February,2,45,66,2023,key_west.csv,key_west
7,10,January,1,49,117,2023,key_west.csv,key_west
23,17,December,12,40,52,2022,key_west.csv,key_west
14,12,November,11,32,54,2022,key_west.csv,key_west
20,11,October,10,16,19,2022,key_west.csv,key_west
6,10,September,9,10,7,2022,key_west.csv,key_west
28,13,August,8,35,59,2022,key_west.csv,key_west
6,3,July,7,20,19,2022,key_west.csv,key_west
19,21,June,6,33,46,2022,key_west.csv,key_west
51,17,May,5,13,45,2022,key_west.csv,key_west
45,20,April,4,31,53,2022,key_west.csv,key_west
51,39,March,3,57,55,2022,key_west.csv,key_west
33,10,February,2,46,50,2022,key_west.csv,key_west
13,11,January,1,33,44,2022,key_west.csv,key_west
19,14,December,12,39,33,2021,key_west.csv,key_west
22,13,November,11,35,42,2021,key_west.csv,key_west
14,12,October,10,11,7,2021,key_west.csv,key_west
3,8,September,9,16,16,2021,key_west.csv,key_west
8,5,August,8,32,28,2021,key_west.csv,key_west
22,1,July,7,11,34,2021,key_west.csv,key_west
34,14,June,6,36,9,2021,key_west.csv,key_west
22,17,May,5,44,37,2021,key_west.csv,key_west
21,7,April,4,38,42,2021,key_west.csv,key_west
16,5,March,3,33,34,2021,key_west.csv,key_west
41,2,February,2,6,34,2021,key_west.csv,key_west
21,7,January,1,31,33,2021,key_west.csv,key_west
9,7,December,12,5,5,2020,key_west.csv,key_west
4,2,November,11,15,20,2020,key_west.csv,key_west
15,13,October,10,1,16,2020,key_west.csv,key_west
13,5,September,9,11,12,2020,key_west.csv,key_west
11,4,August,8,4,15,2020,key_west.csv,key_west
27,1,July,7,12,27,2020,key_west.csv,key_west
18,2,June,6,6,30,2020,key_west.csv,key_west
20,1,May,5,2,8,2020,key_west.csv,key_west
15,0,April,4,0,3,2020,key_west.csv,key_west
58,7,March,3,16,68,2020,key_west.csv,key_west
22,21,February,2,44,74,2020,key_west.csv,key_west
23,10,January,1,47,113,2020,key_west.csv,key_west
16,5,December,12,29,29,2019,key_west.csv,key_west
34,24,November,11,35,38,2019,key_west.csv,key_west
22,6,October,10,13,15,2019,key_west.csv,key_west
22,6,September,9,24,19,2019,key_west.csv,key_west
29,4,August,8,2,70,2019,key_west.csv,key_west
11,3,July,7,53,72,2019,key_west.csv,key_west
26,24,June,6,52,75,2019,key_west.csv,key_west
