variable,coef,pvalue,abs_coef
DP02_0123PE,-52.38654767014923,0.9999825983458076,52.38654767014923
DP02_0057PE,-51.338629952334166,0.9999817445405137,51.338629952334166
DP02_0058PE,-50.91779783294913,0.9999819113355051,50.91779783294913
DP02_0056PE,-50.62231785109587,0.999982059895514,50.62231785109587
DP02_0117PE,-50.5030738943535,0.9999833329012113,50.5030738943535
DP02_0055PE,-49.41944279515418,0.9999824491363162,49.41944279515418
DP03_0056PE,49.29285642130495,0.9999735590255808,49.29285642130495
DP02_0032PE,-47.48935589229216,0.9999829489671261,47.48935589229216
DP05_0086PM,-47.16825235778336,0.9999925314591462,47.16825235778336
DP02_0118PE,-46.916113849872055,0.999983343328312,46.916113849872055
DP05_0066PM,-46.863915392826115,0.999973842243044,46.863915392826115
DP02_0115PE,46.51612838179293,0.9999845192335354,46.51612838179293
DP03_0005PM,46.48307245213038,0.9999864409272604,46.48307245213038
DP03_0055PE,46.21549263565305,0.9999749155693772,46.21549263565305
DP02_0036PE,-45.936074101425774,0.999983589734982,45.936074101425774
DP05_0085PM,45.87317249328984,0.9999904177536355,45.87317249328984
DP02_0033PE,-45.13636053897181,0.9999838841150758,45.13636053897181
DP05_0079PE,-45.004062697013644,0.9999842630109022,45.004062697013644
DP02_0035PE,-44.958377326307506,0.9999836587633948,44.958377326307506
DP03_0060PE,44.02250243707176,0.9999775540194484,44.02250243707176
DP05_0051PE,43.60043170546193,0.9999879026264502,43.60043170546193
DP02_0034PE,-43.508048076899215,0.9999846120293586,43.508048076899215
DP03_0059PE,43.44274855008746,0.9999767416275791,43.44274855008746
DP03_0054PE,43.0700190262414,0.9999773261746048,43.0700190262414
DP05_0077PE,-42.661988187042716,0.999984844194245,42.661988187042716
DP05_0088PM,-42.65718993464325,0.9999766131993899,42.65718993464325
DP03_0052PE,42.64609791331998,0.9999769475447581,42.64609791331998
DP05_0080PE,-42.32317209425352,0.999984982538863,42.32317209425352
DP02_0093PE,42.144052426863276,0.9999883816210876,42.144052426863276
DP02_0116PE,-41.902033387680866,0.999984963883773,41.902033387680866
DP03_0053PE,41.83651612219859,0.9999774223672441,41.83651612219859
DP05_0050PE,41.774221111727925,0.9999855440930484,41.774221111727925
DP02_0122PE,-40.748772670166396,0.9999853758492259,40.748772670166396
DP03_0057PE,40.721491300938304,0.9999782151018035,40.721491300938304
DP03_0058PE,40.5244369058931,0.9999778590574749,40.5244369058931
DP05_0078PE,-39.383036261689,0.9999859860449624,39.383036261689
DP05_0067PM,-38.03096520528875,0.9999794575939799,38.03096520528875
DP05_0048PE,36.98310627539777,0.9999875455921197,36.98310627539777
DP03_0128PM,36.460538856499895,0.9999787181312678,36.460538856499895
DP02_0094PE,35.91251428010051,0.9999996457505799,35.91251428010051
DP02_0086PE,-35.87066308382289,0.9999902202266628,35.87066308382289
DP05_0058PE,-35.51556983340875,0.9999955066767696,35.51556983340875
DP04_0048E,-35.10468484384658,0.9999935214184621,35.10468484384658
DP02_0090PM,35.02638905888024,0.9999821128632262,35.02638905888024
DP05_0054PE,34.734348519249735,0.9999879648503247,34.734348519249735
DP02_0082PM,-34.2607756498096,0.9999888684756277,34.2607756498096
DP02_0085PE,-34.18677304675893,0.9999906308703448,34.18677304675893
DP02_0021PE,33.572244167664664,0.9999874670826251,33.572244167664664
DP05_0024PE,-33.35902277524764,0.999990449325178,33.35902277524764
DP04_0127PE,32.57913442805633,0.9999867244101607,32.57913442805633
